quote,author,theme/tag,source,position,region,decade,gender
Jesus  is eternally right. History is replete with the bleached bones of nations that refused to listen to him.  May we in the twentieth century hear and follow his words-before it is too late.  May we solemnly realize that we shall never be true sons of our heavenly Father until we love our enemies and pray for those who persecute us.,Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
Oppressed people deal with their oppression in three characteristic ways. One way is acquiescence: the oppressed resign themselves to their doom. They tacitly adjust themselves to oppression and thereby become conditioned to it. In every movement toward freedom some of the oppressed prefer to remain oppressed.,Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"There is such a thing as the freedom of exhaustion. Some people are so worn down by the yoke of oppression that they give up.  A few years ago in the slum areas of Atlanta, a Negro guitarist used to sing almost daily: ""Been down so long that down don't bother me.""  This is the type of negative freedom and resignation that often engulfs the life of the oppressed.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
To accept passively an unjust system is to cooperate with that system; thereby the oppressed become as evil as the oppressor. Non-cooperation with evil is as much a moral obligation as is cooperation with good. The oppressed must never allow the conscience of the oppressor to slumber. Religion reminds every man that he is his brother's keeper. To accept injustice  or segregation passively  is to say to the oppressor that his actions are morally right. It is a way of allowing his conscience to fall asleep. At this moment the oppressed fails to be his brother's keeper. So acquiescence-while often the easier way-is not the moral way. It is the way of the coward.,Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"A second way that oppressed people sometimes deal with oppression is to resort to physical violence and corroding hatred. Violence often brings about momentary results.  Nations have frequently won their independence in battle.  But in spite of temporary victories, violence never brings permanent peace. It solves no social problem; it merely creates new and more complicated ones.",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
Violence as a way of achieving  racial  justice is both impractical and immoral. It is impractical because it is a descending spiral ending in destruction for all. The old law of an eye for an eye leaves everybody blind. It is immoral because it seeks to humiliate the opponent rather than win his understanding; it seeks to annihilate rather than to convert. Violence is immoral because it thrives on hatred rather than love. It destroys community and makes brotherhood impossible. It leaves society in monologue rather than dialogue. Violence ends by defeating itself. It creates bitterness in the survivors and brutality in the destroyers.,Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The third way open to oppressed people in their quest for freedom is the way of nonviolent resistance.  Like the synthesis in  Hegelian philosophy ,  the principle of  nonviolent resistance  seeks to reconcile the truths of two opposites,  acquiescence  and  violence , while avoiding the extremes and immoralities of both. The nonviolent resister agrees with the person who acquiesces that one should not be physically aggressive toward his opponent; but he balances the equation by agreeing with the person of violence that evil must be resisted. He avoids the nonresistance of the former and the violent resistance of the latter. With nonviolent resistance, no individual or group need submit to any wrong, nor need anyone resort to violence in order to right a wrong.",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Nonviolent resistance is not aimed against oppressors, but against oppression.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Address to a black congregation in St. Louis, published in  ""The Dangerous Road Before Martin Luther King"",  Harper's  magazine (February 1961); quoted by  James Baldwin , in ""Highroad to Destiny,"" a chapter in  Martin Luther King, Jr.: A Profile , edited by   C. Eric Lincoln  (1993), p. 97",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Speaking on right-to-work laws in 1961, as quoted in  Now Is the Time. Dr. Martin Luther King Jr. on Labor in the South: The Case for a Coalition  (January 1986)",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Social Justice and the Emerging New Age""  address at the Herman W. Read Fieldhouse, Western Michigan University (18 December 1963)",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Social Justice and the Emerging New Age"" address at the Herman W. Read Fieldhouse, Western Michigan University (18 December 1963)",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The Future of Integration"", address in Finney Chapel at Oberlin College (22 October 1964), as quoted in  ""When MLK came to Oberlin"" by Cindy Leise,  The Chronicle-Telegram  (21 January 2008); he also used a slight variant of this "" the time is always right to do right "" in a later speech  ""Remaining Awake Through a Great Revolution "" delivered at Oberlin in 1965.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Speech on the steps of the State Capitol Building, Montgomery, Alabama (25 March 1965), as transcribed from a tape recording; reported in  Respectfully Quoted: A Dictionary of Quotations  (1989), which states that this speech was not reported in its entirety.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Speech to the Negro American Labor Council (May 1965), as quoted in  From Civil Rights to Human Rights : Martin Luther King, Jr., and the Struggle for Economic Justice  (2009), by Thomas F. Jackson, p. 230",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Speech to the state convention of the Illinois American Federation of Labor and Congress of Industrial Organizations (AFL–CIO) (7 October 1965) , as quoted in  Now Is the Time. Dr. Martin Luther King Jr. on Labor in the South: The Case for a Coalition  (January 1986)",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Speech to the Second National Convention of the Medical Committee for Human Rights  – Chicago (25 March 1966), as quoted in Dan Munro,  ""America's Forgotten Civil Right - Healthcare"" ,  Forbes  (28 August 2013). See also:  Amanda Moore, ""Tracking Down Martin Luther King, Jr.'s Words on Health Care"",  Huffington Post  (18 August 2013)",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Where Do We Go From Here?"" as published in  Where Do We Go from Here : Chaos or Community?  (1967), p. 62; many statements in this book, or slight variants of them, were also part of his address  Where Do We Go From Here?"" which has a section below. A common variant appearing at least as early as 1968 has ""Returning violence for violence multiplies violence..."" An early version of the speech as published in  A Martin Luther King Treasury  (1964), p. 173, has : ""Returning hate for hate multiplies hate...",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Where Do We Go from Here : Chaos or Community?  (1967), p. 109",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Honoring Dr. DuBois"", speech at International Cultural Evening at Carnegie Hall, 23 February 1968, published in  Freedomways: A Quarterly Review of the Negro Freedom Movement , compiled in Esther Cooper Jackson (ed.),  Freedomways Reader: Prophets In Their Own Country ,  p. 36",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"68th Annual Convention of the Rabbinical Assembly for Conservative Judaism, March 25, 1968, less than 2 weeks before his death.  Source:  Martin Luther King's pro-Israel legacy  by Allen B. West on February 15, 2014 at AllenBWest.com.   2012-01-15 Youtube video Martin Luther King Jr: ""Israel... is one of the great outpost of democracy in the world"" by Youtube user Israel SDM 2014-06-09 Youtube video Dr. King's pro-Israel Legacy (in 5 minutes) by IBSI - Institute for Black Solidarity with Israel",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"68th Annual Convention of the Rabbinical Assembly for Conservative Judaism, March 25, 1968, less than 2 weeks before his death.  Source:  Martin Luther King's pro-Israel legacy  by Allen B. West on February 15, 2014 at AllenBWest.com. , See also  2014-06-09 Youtube video Dr. King's pro-Israel Legacy (in 5 minutes) by IBSI - Institute for Black Solidarity with Israel",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
In reference to the Black Muslims who advocated Black Nacionalism. At his  Interview in  Playboy  (January 1965),Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"King sharing his thoughts on the U.S. Supreme Court's decision to ban school prayer, **  Interview in  Playboy  (January 1965)",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Statement on minimum wage legislation (18 March 1966) , as quoted in  Now Is the Time. Dr. Martin Luther King Jr. on Labor in the South: The Case for a Coalition  (January 1986)",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Statement on minimum wage legislation (18 March 1966)], as quoted in  Now Is the Time. Dr. Martin Luther King Jr. on Labor in the South: The Case for a Coalition  (January 1986)",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Rev. Martin Luther King, Jr., Seventh Annual Gandhi Memorial Lecture, Howard Univ., Washington, D.C. (6 November 1966), quoted in  What do the election results mean for the move toward marriage equality?  by Evan Wolfson (3 November 2004)",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
As quoted in  Where Do We Go from Here: Chaos or Community?  (1967),Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
As quoted in  The Myth of American Diplomacy: National Identity and U.S. Foreign Policy  (1968),Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"As quoted in  The Civil Sphere  (2006) by Jeffrey C. Alexander, p. 388",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"As  Moses  sought to lead his people on, he discovered that there were those among them who would occasionally become emotionally and sentimentally attached to a particular spot so that they wanted to stay there and remain stationary at that point. One day when Moses confronted this problem, he wrote in the  book of Deuteronomy , the first chapter and the fifth verse:  ""You have been in this mountain long enough, turn ye and go on your journey, move on to the mount of the Amorite."" — This was a message of God through Moses. And whenever God speaks he says go forward, saying in substance that you must never become bogged down in mountains and situations that will impede your progress. You must never become complacently adjusted to unobtained goals; you have been in this mountain long enough, ""turn ye and take your journey"".",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"In every age and every generation men have envisioned some promised land.  Plato  envisioned it in his republic as a time when justice would reign throughout society and philosophers would become kings and kings philosophers.  Karl Marx  envisioned it as a classless society in which the proletariat would finally conquer the reign of the bourgeoisie; out of that idea came the slogan, ""from each according to his ability, to each according to his need.""  Bellamy , in  Looking Backward , thought of it as a day when the inequalities of monopoly capitalism would pass away. Society would exist on the basis of evenness of economic output.  Christianity  envisioned it as the  Kingdom of God , a time when the will of God will reign supreme, and brotherhood, love, and right relationships will be the order of society.  In every age and every generation men have dreamed of some promised land of fulfillment of freedom. Whether it was the right promised land or not, they dreamed of it. But in moving from some Egypt of slavery, whether in the intellectual, cultural or moral realm, toward some promised land, there is always the same temptation. Individuals will get bogged down in a particular mountain in a particular spot, and thereby become the victims of stagnant complacency.  So, this afternoon, I would like to deal with three or four symbolic mountains that we have been in long enough-mountains that we must move out of if we are to go forward in our world and if civilization is to survive.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"I think we have been in the mountain of moral and ethical relativism long enough. To dwell in this mountain has become something of a fad these days,  so we have come to believe that morality is a matter of group consensus. We attempt to discover what is right by taking a sort of gallup poll of the majority opinion. Everybody is doing it, so it must be all right, and therefore we are caught in the clutches of conformity... In a sense, we are no longer concerned about the  ten commandments -they are not too important. Everybody is busy, as I have said so often, trying to obey the eleventh commandment: ""Thou shalt not get caught."" And so, according to this view, it is all right to lie with a bit of finesse. It's all right to exploit, but be a dignified exploiter. It's all right to even hate, but dress your hate up into garments of love and make it appear that you are loving when you are actually hating. This type of moral and ethical relativism is sapping the very life's blood of the moral and spiritual life of our nation and our world. And  I am convinced that if we are to be a great nation, and if we are to solve the problems of the world we must come out of this mountain. We have been in it too long. For if man fails to reorientate his life around moral and ethical values he may well destroy himself by the misuse of his own instrument.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"There is also the danger that our system can lead to tragic exploitation. We must come out of the mountain and be concerned about a more humane and just economic order. And  I say, this afternoon, that we cannot solve this problem by turning to Communism. Communism is based on an ethical relativism and a metaphysical materialism that no Christian can accept.  I do believe that in America we must use our vast resources of wealth to bridge the gulf between abject, deaden-ing poverty and superfluous, inordinate wealth. God has left enough space in this universe for all of his children to have the basic necessities of life.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Segregation is a cancer in the body politic which must be removed before our democratic health can be realized.  The underlying philosophy of segregation is diametrically opposed to the underlying philosophy of  democracy  and Christianity and all the  sophisms  of the  logicians  cannot make them lie down together.  We must make it clear that in our struggle to end this thing called segregation, we are not struggling for ourselves alone. We are not struggling only to free seventeen million Negroes. The festering sore of segregation debilitates the white man as well as the Negro. We are struggling to save the soul of America. We are struggling to save America in this very important decisive hour of her history",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"I say to you, today, there is another way that combines the best points of both of these and avoids the evil points of both, and that is what we call nonviolent resistance. For here you have discovered a way of struggle which combines the militant and the moderate; a way of struggle that combines the realistic and the idealistic; a way of struggle that combines the calm and courageous.  You need not now bow to hate, you need not now bow to violence, for you have now discovered another way and another approach. It comes to us from the long Christian tradition, Jesus of Nazareth himself, coming down through  Mahatma Gandhi  of India, who took the love ethic of  Jesus Christ  and made it effective as a sociopolitical force and brought about the transformation of a great nation and achieved freedom for his people.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"We must keep moving.  If you can't fly, run; if you can't run, walk; if you can't walk, crawl; but by all means keep moving.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
The best way to solve any problem is to remove the cause.,Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"It is a trite yet urgently true observation that  if America is to remain a first-class nation, it cannot have second-class citizens.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Whenever racial discrimination exists it is a tragic expression of man's spiritual degeneracy and moral bankruptcy. Therefore, it must be removed not merely because it is diplomatically expedient, but because it is morally compelling.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Injustice anywhere is a threat to justice everywhere.  Therefore, no American can afford to be apathetic about the problem of racial justice. It is a problem that meets every man at his front door.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"In this period of social change the Negro must work on two fronts. On the one hand we must continue to break down the barrier of segregation. We must resist all forms of racial injustice. This resistance must always be on the highest level of dignity and discipline. It must never degenerate to the crippling level of violence. There is another way-a way as old as the insights of  Jesus of Nazareth  and as modern as the methods of  Mahatma Gandhi . It is a way not for the weak and cowardly but for the strong and courageous. It has been variously called passive resistance, non-violent resistance or simply Christian love. It is my great hope that as the Negro plunges deeper into the quest for freedom, he will plunge deeper into the philosophy of non-violence. As a race we must work passionately and unrelentingly for first-class citizenship, but we must never use second class methods to gain it. Our aim must not be to defeat or humiliate the white man, but to win his friendship and understanding.  We must never become bitter nor should we succumb to the temptation of using violence in the struggle, for if this happens, unborn generations will be the recipients of a long and desolate night of bitterness and our chief legacy to the future will be an endless reign of meaningless chaos.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"I feel that this way of non-violence is vital because it is the only way to reestablish the broken community. It is the method which seeks to implement the just law by appealing to the conscience of the great decent majority who through blindness, fear, pride or irrationality have allowed their consciences to sleep.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The non-violent resistors can summarize their message in the following simple terms: we will take direct action against injustice without waiting for other agencies to act. We will not obey unjust laws or submit to unjust practices. We will do this peacefully, openly and cheerfully because our aim is to persuade. We adopt the means of non-violence because our end is a community at peace with itself. We will try to persuade with our words, but if our words fail, we will try to persuade with our acts. We will always be willing to talk and seek fair compromise, but we are ready to suffer when necessary and even risk our lives to become witnesses to the truth as we see it.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"But  if physical death is the price that a man must pay to free his children and his white brethren from a permanent death of the spirit, then nothing could be more redemptive. This is the type of soul force that I am convinced will triumph over the physical force of the oppressor.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
One of the sure signs of maturity is the ability to rise to the point of self criticism.,Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Doors are opening now that were not open in the past, and the great challenge facing minority groups is to be ready to enter these doors as they open. No greater tragedy could befall us at this hour but that of allowing new opportunities to emerge with out the concomitant preparedness to meet them.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
We must set out to do a good job irrespective of race. We must seek to do our life's work so well that nobody could do it better.,Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"We must work assiduously and with determined boldness to remove from the body politic this cancerous disease of discrimination which is preventing our democratic and Christian health from being realized. Then and only then will we be able to bring into full realization the dream of our American democracy-a dream yet unfulfilled. A dream of equality of opportunity, of privilege and property widely distributed; a dream of a land where men will not take necessities from the many to give luxuries to the few; a dream of a land where men do not argue that the color of a man's skin determines the content of his character, where they recognize that  the basic thing about a man is not his specific but his fundamentum ; a dream of a place where all our gifts and resources are held not for ourselves alone but as instruments of service for the rest of humanity; the dream of a country where every man will respect the dignity and worth of all human personality, and men will dare to live together as brothers-that is the dream.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Negroes in the United States read the history of labor and find it mirrors their own experience. We are confronted by powerful forces telling us to rely on the goodwill and understanding of those who profit by exploiting us. They deplore our discontent, they resent our will to organize, so that we may guarantee that humanity will prevail and equality will be exacted. They are shocked that action organizations, sit-ins,  civil disobedience  and protests are becoming our everyday tools, just as strikes, demonstrations and union organization became yours to insure that bargaining power genuinely existed on both sides of the table.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"We want to rely upon the goodwill of those who oppose us. Indeed, we have brought forward the method of nonviolence to give an example of unilateral goodwill in an effort to evoke it in those who have not yet felt it in their hearts. But we know that if we are not simultaneously organizing our strength we will have no means to move forward. If we do not advance, the crushing burden of centuries of neglect and economic deprivation will destroy our will, our spirits and our hope.  In this way, labor's historic tradition of moving forward to create vital people as consumers and citizens has become our own tradition, and for the same reasons.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Less than a century ago the laborer had no rights, little or no respect, and led a life which was socially submerged and barren....American industry organized misery into sweatshops and proclaimed the right of capital to act without restraints and without conscience. The inspiring answer to this intolerable and dehumanizing existence was economic organization through trade unions. The worker became determined not to wait for charitable impulses to grow in his employer. He constructed the means by which fairer sharing of the fruits of his toil had to be given to him or the wheels of industry, which he alone turned, would halt and wealth for no one would be available...",Martin Luther King Jr,failure,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"History is a great teacher. Now everyone knows that the labor movement did not diminish the strength of the nation but enlarged it. By raising the living standards of millions, labor miraculously created a market for industry and lifted the whole nation to undreamed of levels of production. Those who attack labor forget these simple truths, but history remembers them.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Negroes are almost entirely a working people....  Our needs are identical with labor's needs: decent wages, fair working conditions, livable housing, old-age security, health and welfare measures, conditions in which families can grow, have education for their children and respect in the community.  That is why Negroes support labor's demands and fight laws which curb labor.  That is why the labor-hater and labor-baiter is virtually always a twin-headed creature, spewing anti-Negro epithets from one mouth and anti-labor propaganda from the other mouth.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"If our nation had done nothing more in its whole history than to create just two documents, its contribution to civilization would be imperishable. The first of these documents is  the  Declaration of Independence  and the other is that which we are here to honor tonight,  the  Emancipation Proclamation .  All tyrants, past, present and future, are powerless to bury the truths in these declarations, no matter how extensive their legions, how vast their power and how malignant their evil.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The Declaration of Independence proclaimed to a world, organized politically and spiritually around the concept of the inequality of man, that the dignity of human personality was inherent in man as a living being. The Emancipation Proclamation was the offspring of the Declaration of Independence. It was a constructive use of the force of law to uproot a social order which sought to separate liberty from a segment of humanity.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
Our pride and progress could be unqualified if the story might end here. But  history reveals that America has been a schizophrenic personality where these two documents are concerned. On the one hand she has proudly professed the basic principles inherent in both documents. On the other hand she has sadly practiced the antithesis of these principles.,Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The  Emancipation Proclamation  had four enduring results. First, it gave force to the executive power to change conditions in the national interest on a broad and far-reaching scale. Second, it dealt a devastating blow to the system of slaveholding and an economy built upon it, which had been muscular enough to engage in warfare on the Federal government. Third, it enabled the Negro to play a significant role in his own liberation with the ability to organize and to struggle, with less of the bestial retaliation his slave status had permitted to his masters. Fourth, it resurrected and restated the principle of equality upon which the founding of the nation rested.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"When  Abraham Lincoln  signed the Emancipation Proclamation it was not the act of an opportunistic politician issuing a hollow pronouncement to placate a pressure group. Our truly great presidents were tortured deep in their hearts by the race question.  [...] Lincoln's torments are well known, his vacillations were facts. In the seething cauldron of '62 and '63 Lincoln was called the ""Baboon President"" in the North, and ""coward"", ""assassin"" and ""savage"" in the South. Yet he searched his way to the conclusions embodied in these words, "" In giving freedom to the slave we assure freedom to the free, honorable alike in what we give and what we preserve. "" On this moral foundation he personally prepared the first draft of the Emancipation Proclamation, and to emphasize the decisiveness of his course he called his cabinet together and declared he was not seeking their advice as to its wisdom but only suggestions on subject matter.  Lincoln achieved immortality because he issued the Emancipation Proclamation. His hesitation had not stayed his hand when historic necessity charted but one course. No President can be great, or even fit for office, if he attempts to accommodate to injustice to maintain his political balance.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The Emancipation Proclamation shattered in one blow the slave system, undermining the foundations of the economy of the  rebellious South ; and guaranteed that no slave-holding class, if permitted to exist in defeat, could prepare a new and deadlier war after resuscitation. The Proclamation opened the door to self-liberation by the Negro upon which he immediately acted by deserting the plantations in the South and joining the Union armies in the North.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"Beyond the war years  the grim and tortured struggle of Negroes to win their own freedom is an epic of battle against frightful odds. If we have failed to do enough, it was not the will for freedom that was weak, but the forces against us which were too strong.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"There is but one way to commemorate the Emancipation Proclamation. That is to make its declarations of freedom real; to reach back to the origins of our nation when our message of equality electrified an unfree world, and reaffirm democracy by deeds as bold and daring as the issuance of the Emancipation Proclamation.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"It is interesting to notice that the extreme pessimist and the extreme optimist agree on at least one point. They both feel that we must sit down and do nothing in the area of race relations. The extreme optimist says do nothing because integration is inevitable. The extreme pessimist says do nothing because integration is impossible. But there is a third attitude that can be taken, namely the realistic position. The realist in this area seeks to combine the truths of two opposites, while avoiding the extremes of both, and so  the realist would agree with the optimist that we have come a long, long way in grappling with this problem, but he would balance that by agreeing with the pessimist that we have a long, long way to go before the problem is solved in the United States. And it is this realistic position that I would like to use as a basis for our thinking together as we think of progress and as we think of the future of integration.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"It was in the year 1619 that the first Negro slaves landed on the shores of this nation. They were brought here form the shores of Africa. Unlike the pilgrim fathers who landed at Plymouth a year later, there were brought here against their will. Throughout slavery, the Negro was treated in a very inhuman fashion. He was a thing that was used, not a person to be respected. He was little more than a depersonalized cog in a vast plantation machine.  The famous  Dred Scott decision  of 1857 well illustrated the status of the Negro during slavery, for in this decision, the Supreme Court of the nation said that the Negro was not a citizen of the United States, he was merely property subject to the dictates of his owner.",Martin Luther King Jr,motivation,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"It seems to be a fact of life that human beings cannot continue to do wrong without eventually reaching out for some thin rationalization to clothe the obvious wrong in the beautiful garments of righteousness.  The philosopher-psychologist  William James  used to talk a great deal about the stream of consciousness. He says that the very interesting and unique thing about human nature is that man had the capacity temporarily to block the stream of consciousness and place anything in it that he wants to, and so we often end up justifying the rightness of the wrong. This is exactly what happened during the days of slavery. Even the Bible and religion were misused to crystallize the patterns of the status quo. And so it was argued from pulpits across the nation that the Negro was inferior by nature, because of  Noah 's curse upon the children of Ham. The apostle  Paul 's dictum became a watchword:  Servants , be obedient to your master. And then one brother had probably studied the logic of the great philosopher  Aristotle . You know Aristotle did a great deal to bring into being what we know as formal  logic , and he talked about the  syllogism , which had a major premise and a minor premise and a conclusion. And so this brother could put his argument in the framework of an Aristotelian syllogism. He could say, All men are made in the image of God. This was the major premise; then came the minor premise: God, as everybody knows, is not a Negro. Therefore, the Negro is not a man.  This was the type of  reasoning  that prevailed.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The whole nation has come a long, long way in extending the frontiers of civil rights. If we are true to the facts, we must admit this. Twenty-five years ago, a year hardly passed when numerous Negroes were not brutally lynched by some vicious mob in the South. Today lynchings have about ceased.  Twenty-five years ago, most of the states in the South had what was known as a poll-tax. The poll-tax system was cleverly contrived to keep many, many Negroes from becoming registered voters. Today the poll-tax has been eliminated in all but four states. And just a few weeks ago, Congress unanimously passed a bill amending the Constitution calling for an end to the poll-tax in all federal elections.",Martin Luther King Jr,risk,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"The old order of segregation is gradually passing away. To put it figuratively and in Biblical language, we've broken loose from the  Egypt  of slavery, and we have moved through the wilderness of  racial segregation , and now we stand on the border of the promised land of  integration . There can be no gainsaying of the fact that the system of segregation is on its deathbed today, and the only thing uncertain about it is how costly the South will make the funeral. This reveals that we've come a long, long way since 1896.",Martin Luther King Jr,success,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"If I stopped at this point, I would be merely stating a fact, and not telling the truth. You see, a fact is merely the absence of contradiction, but truth is the presence of coherence. Truth is the relatedness of facts.  Now it is a fact that we've come a long, long way, but it isn't the whole truth. In order to tell the truth, it would be necessary to add the other part, and I'm afraid that if I stopped at this point, I would leave you the victims of a dangerous optimism. If I stopped here, I would leave you the victims of an illusion wrapped in superficialities. So in order to tell the truth, it is necessary to move on and not only say that we've come a long, long way, but that we've a long, long way to go before the American dream is a reality, before this problem is solved.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
"It is one of the strange ironies of history, that in a nation founded on the principle that all men are created equal, men are still arguing over whether the color of a man's skin determines the content of his character.",Martin Luther King Jr,leadership,Wikiquote – Martin Luther King Jr,Civil Rights Leader,North America,1960s,male
